a,a,0.005,0.005
a,b,1.342,2.157
a,c,3.823,3.198
a,d,1.739,4.993
a,e,8.068,0.044
a,f,2.079,0.77
a,g,1.481,1.902
a,h,14.572,0.662
a,i,1.056,4.58
a,j,0.283,0.024
a,k,0.068,1.383
a,l,4.266,8.563
a,m,5.02,2.492
a,n,1.946,20.116
a,o,1.352,0.044
a,p,2.387,1.922
a,q,0,0.006
a,r,4.284,10.135
a,s,3.148,9.52
a,t,3.92,13.181
a,u,0.648,0.809
a,v,0.827,2.401
a,w,5.524,0.971
a,x,0.124,0.054
a,y,0.285,2.947
a,z,0.047,0.186
a, ,31.721,6.946

b,a,10.777,6.707
b,b,1.86,1.86
b,c,0,0
b,d,0.017,0.061
b,e,0.902,27.75
b,f,0,0
b,g,0.021,0.005
b,h,0.142,0.029
b,i,3.081,3.093
b,j,0,0.55
b,k,0.033,0
b,l,0.263,11.759
b,m,3.17,0.122
b,n,0.207,0.013
b,o,3.396,12.535
b,p,0.041,0
b,q,0,0
b,r,2.102,6.444
b,s,0.518,1.799
b,t,0.045,0.777
b,u,4.176,14.73
b,v,0,0.057
b,w,0.065,0.005
b,x,0,0
b,y,0.275,7.867
b,z,0.013,0
b, ,68.908,3.849

c,a,11.167,13.348
c,b,0,0
c,c,1.645,1.645
c,d,0.009,0
c,e,8.808,15.932
c,f,0,0
c,g,0,0
c,h,0.003,17.025
c,i,11.687,5.311
c,j,0,0
c,k,0,7.752
c,l,0.136,3.644
c,m,0,0
c,n,10.701,0.003
c,o,3.647,16.918
c,p,0.003,0
c,q,0,0.3
c,r,2.461,5.788
c,s,3.407,0.139
c,t,1.588,6.178
c,u,5.983,3.783
c,v,0,0
c,w,0.003,0
c,x,0.698,0
c,y,0.02,0.633
c,z,0,0.02
c, ,38.042,1.588

d,a,9.47,3.298
d,b,0.024,0.007
d,c,0,0.005
d,d,0.935,0.935
d,e,23.49,12.525
d,f,0,0.175
d,g,0.007,0.373
d,h,0.05,0.031
d,i,5.968,6.104
d,j,0,0.039
d,k,0,0.017
d,l,6.185,1.176
d,m,0.002,0.159
d,n,28.504,0.481
d,o,3.316,5.19
d,p,0.002,0.008
d,q,0,0
d,r,4.12,2.072
d,s,0.047,2.802
d,t,0.007,0.042
d,u,1.251,0.91
d,v,0,0.24
d,w,0.186,0.094
d,x,0,0
d,y,0.14,1.038
d,z,0,0
d, ,16.307,62.291

e,a,0.029,5.305
e,b,3.652,0.119
e,c,3,1.659
e,d,4.342,8.143
e,e,3.576,3.576
e,f,1.277,0.954
e,g,2.172,0.642
e,h,23.052,0.23
e,i,1.807,1.164
e,j,0.231,0.027
e,k,2.298,0.094
e,l,6.187,3.299
e,m,4.946,2.023
e,n,5.036,7.775
e,o,0.293,0.219
e,p,2.771,0.921
e,q,0,0.352
e,r,10.453,13.23
e,s,5.704,6.645
e,t,5.987,2.656
e,u,0.899,0.185
e,v,4.997,1.616
e,w,2.4,0.688
e,x,0.108,0.661
e,y,1.248,1.221
e,z,0.233,0.04
e, ,3.314,36.57

f,a,2.829,7.64
f,b,0,0
f,c,0,0
f,d,0.34,0
f,e,5.33,7.135
f,f,3.626,3.626
f,g,0.018,0.003
f,h,0.197,0
f,i,6.805,8.113
f,j,0,0
f,k,0.119,0
f,l,3.388,3.257
f,m,0.191,0.006
f,n,1.538,0
f,o,34.241,15.863
f,p,0.015,0
f,q,0,0
f,r,0.827,7.503
f,s,0.253,0.143
f,t,0.268,4.009
f,u,0.676,3.474
f,v,0,0
f,w,0.119,0.006
f,x,0.003,0
f,y,0.039,0.137
f,z,0,0
f, ,39.189,39.091

g,a,7.208,5.611
g,b,0.004,0.016
g,c,0,0
g,d,0.745,0.013
g,e,3.698,12.518
g,f,0.004,0.019
g,g,1.196,1.196
g,h,0.004,13.808
g,i,11.144,3.689
g,j,0,0
g,k,0.019,0
g,l,0.08,3.449
g,m,0,0.157
g,n,47.231,1.8
g,o,1.536,6.291
g,p,0,0
g,q,0,0
g,r,2.818,5.617
g,s,0.089,2.441
g,t,0.01,0.543
g,u,6.524,2.15
g,v,0,0
g,w,0.01,0.046
g,x,0,0
g,y,0.01,0.255
g,z,0,0
g, ,17.68,40.391

h,a,0.817,17.975
h,b,0.007,0.035
h,c,6.014,0.001
h,d,0.02,0.032
h,e,0.432,43.242
h,f,0,0.066
h,g,4.495,0.001
h,h,0.004,0.004
h,i,0.017,15.128
h,j,0,0
h,k,0.007,0
h,l,0.002,0.11
h,m,0,0.121
h,n,0.098,0.063
h,o,0.255,7.165
h,p,0.419,0.015
h,q,0,0.008
h,r,0.186,1.235
h,s,5.219,0.142
h,t,48.553,2.915
h,u,0,1.234
h,v,0,0
h,w,7.96,0.056
h,x,0.04,0
h,y,0.018,0.488
h,z,0.001,0
h, ,25.444,9.97

i,a,5.432,1.252
i,b,0.734,0.731
i,c,1.804,3.969
i,d,3.816,3.731
i,e,2.099,3.258
i,f,2.617,2.195
i,g,1.154,3.487
i,h,14.543,0.017
i,i,0.095,0.095
i,j,0.022,0.016
i,k,1.518,1.077
i,l,6.611,5.254
i,m,2.842,4.592
i,n,2.785,29.05
i,o,1.222,3.499
i,p,1.673,1.271
i,q,0,0.039
i,r,6.47,3.731
i,s,4.439,13.37
i,t,7.488,12.797
i,u,1.012,0.056
i,v,2.064,1.928
i,w,5.773,0.001
i,x,0.165,0.184
i,y,0.444,0
i,z,0.127,0.332
i, ,23.064,4.081

j,a,1.725,20.75
j,b,8.086,0
j,c,0,0
j,d,1.487,0
j,e,2.914,25.744
j,f,0,0
j,g,0,0
j,h,0,0
j,i,0.952,1.308
j,j,0,0
j,k,0,0
j,l,0,0
j,m,0,0
j,n,3.27,0
j,o,2.498,26.517
j,p,0,0
j,q,0,0
j,r,0,0
j,s,0.119,0
j,t,0,0
j,u,0,25.446
j,v,0,0
j,w,0,0
j,x,0,0
j,y,0,0
j,z,0,0
j, ,78.954,0.238

k,a,13.576,0.66
k,b,0,0.064
k,c,21.797,0
k,d,0.088,0
k,e,1.391,34.316
k,f,0,0.318
k,g,0,0.048
k,h,0,0.056
k,i,8.913,12.567
k,j,0,0
k,k,0,0
k,l,2.59,1.915
k,m,0,0.104
k,n,8.508,9.517
k,o,13.687,0.279
k,p,0.12,0.008
k,q,0,0
k,r,8.143,0.12
k,s,6.045,5.918
k,t,0,0
k,u,0.437,0.326
k,v,0,0
k,w,0.247,0.199
k,x,0,0
k,y,0,1.152
k,z,0,0
k, ,14.466,32.442

l,a,16.642,8.29
l,b,4.573,0.103
l,c,2.028,0.076
l,d,1.205,6.337
l,e,9.75,18.284
l,f,1.722,1.791
l,g,1.769,0.041
l,h,0.173,0.004
l,i,8.61,10.835
l,j,0,0
l,k,0.379,0.513
l,l,14.029,14.029
l,m,0.128,0.711
