i,w,0.2997,0.0001
i,x,0.0079,0.0116
i,y,0.0254,0
i,z,0.0097,0.0213
i, ,1.251,0.1815

j,a,0.0019,0.0189
j,b,0.0073,0
j,c,0,0
j,d,0.0007,0
j,e,0.0025,0.0205
j,f,0.0001,0
j,g,0.0001,0
j,h,0,0
j,i,0.0014,0.0017
j,j,0,0
j,k,0.0001,0
j,l,0.0001,0
j,m,0,0
j,n,0.0031,0
j,o,0.0032,0.0282
j,p,0.0001,0
j,q,0,0
j,r,0.0007,0
j,s,0.0001,0
j,t,0.0002,0.0001
j,u,0,0.0237
j,v,0,0
j,w,0,0
j,x,0,0
j,y,0.0003,0
j,z,0,0
j, ,0.0717,0.0004

k,a,0.0915,0.0042
k,b,0,0.0016
k,c,0.1789,0.0002
k,d,0.0006,0
k,e,0.0092,0.238
k,f,0,0.0017
k,g,0.0001,0.0005
k,h,0.0002,0.0008
k,i,0.0701,0.0857
k,j,0,0.0001
k,k,0.001,0.001
k,l,0.0182,0.016
k,m,0,0.0007
k,n,0.0555,0.0479
k,o,0.0775,0.0042
k,p,0.0013,0.0005
k,q,0,0.0001
k,r,0.0565,0.0013
k,s,0.0419,0.057
k,t,0.0004,0.0006
k,u,0.0045,0.0035
k,v,0,0.0001
k,w,0.0025,0.0026
k,x,0,0
k,y,0,0.0093
k,z,0,0
k, ,0.0806,0.2133

l,a,0.6919,0.3137
l,b,0.1647,0.0067
l,c,0.0687,0.0047
l,d,0.0483,0.2095
l,e,0.3524,0.7227
l,f,0.0694,0.055
l,g,0.0642,0.0026
l,h,0.0069,0.0007
l,i,0.3248,0.3934
l,j,0,0.0001
l,k,0.016,0.0182
l,l,0.5176,0.5176
l,m,0.006,0.0322
l,n,0.0629,0.004
l,o,0.2051,0.2979
l,p,0.1105,0.0121
l,q,0,0.0001
l,r,0.051,0.0044
l,s,0.0668,0.0778
l,t,0.1002,0.0444
l,u,0.2217,0.0644
l,v,0.0001,0.0183
l,w,0.0176,0.0118
l,x,0.0002,0
l,y,0.0034,0.3185
l,z,0.0018,0.0002
l, ,0.5009,0.5419

m,a,0.1582,0.3436
m,b,0.0012,0.0404
m,c,0.0001,0.0006
m,d,0.0065,0.0003
m,e,0.2066,0.4972
m,f,0.001,0.0038
m,g,0.0026,0.0003
m,h,0.0063,0.0006
m,i,0.2426,0.144
m,j,0,0
m,k,0.0007,0
m,l,0.0322,0.006
m,m,0.0493,0.0493
m,n,0.0075,0.0086
m,o,0.344,0.2501
m,p,0.0058,0.096
m,q,0,0.0001
m,r,0.0923,0.0093
m,s,0.0454,0.0592
m,t,0.0065,0.0013
m,u,0.0688,0.0717
m,v,0,0.0002
m,w,0.0004,0.0006
m,x,0.0011,0
m,y,0.0081,0.0654
m,z,0,0
m, ,0.7109,0.3497

n,a,1.3035,0.1403
n,b,0.0001,0.0058
n,c,0,0.2011
n,d,0.0166,0.9436
n,e,0.7701,0.4617
n,f,0.0001,0.0229
n,g,0.0309,0.8533
n,h,0.0044,0.0079
n,i,1.6927,0.1609
n,j,0,0.0031
n,k,0.0479,0.0555
n,l,0.004,0.0629
n,m,0.0086,0.0075
n,n,0.0477,0.0477
n,o,0.8003,0.3618
n,p,0.0003,0.0037
n,q,0,0.0055
n,r,0.1026,0.0069
n,s,0.0205,0.2322
n,t,0.0081,0.4944
n,u,0.2782,0.0251
n,v,0.0005,0.0237
n,w,0.0856,0.0123
n,x,0,0.0028
n,y,0.0017,0.0625
n,z,0,0.0007
n, ,0.4111,1.4298

o,a,0.0016,0.1093
o,b,0.2077,0.0492
o,c,0.3192,0.0644
o,d,0.1484,0.1254
o,e,0.0225,0.0314
o,f,0.2866,0.6318
o,g,0.1083,0.0295
o,h,0.3895,0.0168
o,i,0.1832,0.0688
o,j,0.0282,0.0032
o,k,0.0042,0.0775
o,l,0.2979,0.2051
o,m,0.2501,0.344
o,n,0.3618,0.8003
o,o,0.2383,0.2383
o,p,0.2145,0.0883
o,q,0,0.0013
o,r,0.4106,0.6892
o,s,0.3001,0.1846
o,t,0.6308,0.2566
o,u,0.0256,0.7222
o,v,0.0442,0.0901
o,w,0.15,0.3489
o,x,0.0009,0.0037
o,y,0.1209,0.0348
o,z,0.0064,0.0027
o, ,1.2143,0.7482

p,a,0.1457,0.1572
p,b,0,0.0013
p,c,0,0.0003
p,d,0.0016,0.0004
p,e,0.0863,0.2992
p,f,0.0005,0.001
p,g,0.0014,0.0007
p,h,0.0012,0.0284
p,i,0.0978,0.105
p,j,0,0.0001
p,k,0.0005,0.0013
p,l,0.0121,0.1105
p,m,0.096,0.0058
p,n,0.0037,0.0003
p,o,0.0883,0.2145
p,p,0.0695,0.0695
p,q,0,0.0001
p,r,0.0547,0.1543
p,s,0.1533,0.0479
p,t,0.0018,0.0794
p,u,0.1314,0.0506
p,v,0,0
p,w,0.0003,0.0031
p,x,0.0161,0
p,y,0.0055,0.0046
p,z,0,0
p, ,0.52,0.1524

q,a,0.0004,0
q,b,0,0
q,c,0.0016,0
q,d,0,0
q,e,0.0504,0
q,f,0,0
q,g,0.0001,0
q,h,0.0006,0
q,i,0.0028,0
q,j,0,0
q,k,0.0001,0
q,l,0.0001,0
q,m,0.0001,0
q,n,0.0055,0
q,o,0.0013,0
q,p,0.0001,0
q,q,0,0
q,r,0.0009,0
q,s,0.0091,0
q,t,0,0
q,u,0,0.1339
q,v,0,0
q,w,0.0001,0
q,x,0.0001,0
q,y,0,0
q,z,0,0
q, ,0.0614,0.0001

r,a,0.6705,0.2953
r,b,0.0802,0.0395
r,c,0.1124,0.0525
r,d,0.0662,0.1565
r,e,1.2871,1.005
r,f,0.1366,0.0153
r,g,0.1036,0.0367
r,h,0.069,0.0134
r,i,0.2161,0.3635
r,j,0,0.0007
r,k,0.0013,0.0565
r,l,0.0044,0.051
r,m,0.0093,0.0923
r,n,0.0069,0.1026
r,o,0.6892,0.4106
r,p,0.1543,0.0547
r,q,0,0.0009
r,r,0.0717,0.0717
r,s,0.001,0.2307
r,t,0.1827,0.2064
r,u,0.266,0.0751
r,v,0.0001,0.0288
r,w,0.0161,0.0133
r,x,0,0.0002
r,y,0.0041,0.1403
r,z,0,0.0001
r, ,0.3269,0.9623

s,a,0.6055,0.1906
s,b,0.0351,0.0031
s,c,0.0033,0.0718
s,d,0.1144,0.0021
s,e,0.7451,0.5816
s,f,0.0049,0.0042
s,g,0.0575,0.0015
s,h,0.014,0.293
s,i,0.7339,0.2429
s,j,0,0.0001
s,k,0.057,0.0419
s,l,0.0778,0.0668
s,m,0.0592,0.0454
s,n,0.2322,0.0205
s,o,0.1846,0.3001
s,p,0.0479,0.1533
s,q,0,0.0091
s,r,0.2307,0.001
s,s,0.2105,0.2105
s,t,0.1927,0.747
s,u,0.2676,0.1644
s,v,0.0001,0
s,w,0.0337,0.0435
s,x,0.0001,0
s,y,0.0592,0.0156
s,z,0,0
s, ,1.545,2.3022

t,a,0.8823,0.3015
t,b,0.0101,0.0028
t,c,0.1038,0.0362
t,d,0.0037,0.0009
t,e,0.2763,0.6187
t,f,0.0781,0.0055
t,g,0.0128,0.0013
t,h,0.15,2.7052
t,i,0.6776,0.4317
t,j,0.0001,0.0002
t,k,0.0006,0.0004
t,l,0.0444,0.1002
t,m,0.0013,0.0065
t,n,0.4944,0.0081
t,o,0.2566,0.6308
t,p,0.0794,0.0018
t,q,0,0
t,r,0.2064,0.1827
t,s,0.747,0.1927
t,t,0.1223,0.1223
t,u,0.3539,0.1483
t,v,0,0
t,w,0.0011,0.0544
t,x,0.0195,0
t,y,0.0091,0.0832
t,z,0,0.0007
t, ,3.0306,1.9251

u,a,0.0493,0.0444
u,b,0.2263,0.0649
u,c,0.0778,0.1186
u,d,0.0341,0.0487
u,e,0.008,0.1073
u,f,0.0643,0.013
u,g,0.0348,0.1145
u,h,0.0709,0.0001
u,i,0.0038,0.047
u,j,0.0237,0
u,k,0.0035,0.0045
u,l,0.0644,0.2217
u,m,0.0717,0.0688
u,n,0.0251,0.2782
u,o,0.7222,0.0256
u,p,0.0506,0.1314
u,q,0.1339,0
u,r,0.0751,0.266
u,s,0.1644,0.2676
u,t,0.1483,0.3539
u,u,0.0001,0.0001
u,v,0.0016,0.0021
u,w,0.0018,0.0003
u,x,0.0007,0.0009
u,y,0,0.0009
u,z,0.0007,0.0017
u, ,0.227,0.1017

v,a,0.1452,0.065
v,b,0.0011,0
v,c,0,0
v,d,0.0091,0
v,e,0.1681,0.4947
v,f,0,0
v,g,0.0004,0
v,h,0.0003,0
v,i,0.1172,0.1294
v,j,0,0
v,k,0.0001,0
v,l,0.0183,0.0001
v,m,0.0002,0
v,n,0.0237,0.0005
v,o,0.0901,0.0442
v,p,0,0
v,q,0,0
v,r,0.0288,0.0001
v,s,0,0.0001
v,t,0,0
v,u,0.0021,0.0016
v,v,0,0
v,w,0.0001,0
v,x,0.0001,0
v,y,0.0003,0.0042
v,z,0,0
v, ,0.136,0.0011

w,a,0.0654,0.3382
w,b,0.0003,0.001
w,c,0,0.0009
w,d,0.0059,0.0055
w,e,0.0775,0.2333
w,f,0.0017,0.0028
w,g,0.002,0
w,h,0.0046,0.4967
w,i,0.0001,0.2997
w,j,0,0
w,k,0.0026,0.0025
w,l,0.0118,0.0176
w,m,0.0006,0.0004
w,n,0.0123,0.0856
w,o,0.3489,0.15
w,p,0.0031,0.0003
w,q,0,0.0001
w,r,0.0133,0.0161
w,s,0.0435,0.0337
w,t,0.0544,0.0011
w,u,0.0003,0.0018
w,v,0,0.0001
w,w,0.0013,0.0013
w,x,0,0
w,y,0.0045,0.0014
w,z,0,0
w, ,1.254,0.218

x,a,0.0031,0.0079
x,b,0,0.0002
x,c,0,0.0144
x,d,0,0
x,e,0.068,0.0099
x,f,0,0.0001
x,g,0,0
x,h,0,0.003
x,i,0.0116,0.0079
x,j,0,0
x,k,0,0
x,l,0,0.0002
x,m,0,0.0011
x,n,0.0028,0
x,o,0.0037,0.0009
x,p,0,0.0161
x,q,0,0.0001
x,r,0.0002,0
x,s,0,0.0001
x,t,0,0.0195
x,u,0.0009,0.0007
x,v,0,0.0001
x,w,0,0
x,x,0.0002,0.0002
x,y,0,0.0006
x,z,0,0
x, ,0.0005,0.0083

y,a,0.1824,0.0257
y,b,0.1181,0.0037
y,c,0.0131,0.0012
y,d,0.0356,0.0016
y,e,0.11,0.1385
y,f,0.0028,0.0022
y,g,0.0061,0.0007
y,h,0.0308,0.0035
y,i,0,0.0254
y,j,0,0.0003
y,k,0.0093,0
y,l,0.3185,0.0034
y,m,0.0654,0.0081
y,n,0.0625,0.0017
y,o,0.0348,0.1209
y,p,0.0046,0.0055
y,q,0,0
y,r,0.1403,0.0041
y,s,0.0156,0.0592
y,t,0.0832,0.0091
y,u,0.0009,0
y,v,0.0042,0.0003
y,w,0.0014,0.0045
y,x,0.0006,0
y,y,0.0003,0.0003
y,z,0.0021,0
y, ,0.211,1.0338

z,a,0.0159,0.0049
z,b,0,0.0005
z,c,0.0007,0
z,d,0,0.0001
z,e,0.0053,0.0249
z,f,0,0
z,g,0.0001,0
z,h,0,0.0001
z,i,0.0213,0.0097
z,j,0,0
z,k,0,0
z,l,0.0002,0.0018
z,m,0,0
z,n,0.0007,0
z,o,0.0027,0.0064
z,p,0,0
z,q,0,0
z,r,0.0001,0
z,s,0,0
z,t,0.0007,0
z,u,0.0017,0.0007
z,v,0,0
z,w,0,0
z,x,0,0
z,y,0,0.0021
z,z,0.0038,0.0038
z, ,0.0029,0.0011

 ,a,0.4691,2.0305
 ,b,0.0661,0.9426
 ,c,0.0365,0.7148
 ,d,1.9653,0.4901
 ,e,3.5675,0.336
 ,f,0.6911,0.7067
 ,g,0.725,0.3004
 ,h,0.544,1.1588
 ,i,0.1815,1.251
 ,j,0.0004,0.0717
 ,k,0.2133,0.0806
 ,l,0.5419,0.5009
 ,m,0.3497,0.7109
 ,n,1.4298,0.4111
 ,o,0.7482,1.2143
 ,p,0.1524,0.52
 ,q,0.0001,0.0614
 ,r,0.9623,0.3269
 ,s,2.3022,1.545
 ,t,1.9251,3.0306
 ,u,0.1017,0.227
 ,v,0.0011,0.136
 ,w,0.218,1.254
 ,x,0.0083,0.0005
 ,y,1.0338,0.211
 ,z,0.0011,0.0029
 , ,0.0365,0.0365

